index,launch_datetime,rocket,rocket_state,flight_number,launch_site,launch_site_state,lsp,lsp_state,payload,payload_state,payload_perator,payload_orbit,payload_function,payload_decay,payload_outcome,year,table_n,flight_n
343,2017-10-15 07:28:00,Atlas V 421,United States,AV-075,Cape Canaveral SLC-41,United States,United Launch Alliance,United States,NROL-52 / Quasar 21 / USA-279,United States,NRO,Geosynchronous (TBC),Communications (military),In orbit,Operational,2017,1,11399
346,2017-10-30 19:34:00,Falcon 9 Full Thrust,United States,F9-044,Kennedy LC-39A,United States,SpaceX,United States,Koreasat 5A,South Korea,KT Corporation,Geosynchronous,Communications,In orbit,Operational,2017,1,11400
349,2017-10-31 21:37:00,Minotaur-C,United States,,Vandenberg LC-576E,United States,Orbital ATK,United States,SkySat x 6,United States,Terra Bella,Low Earth,Earth observation,In orbit,Operational,2017,1,11401
349,2017-10-31 21:37:00,Minotaur-C,United States,,Vandenberg LC-576E,United States,Orbital ATK,United States,⚀ Flock-3m x 4,United States,Planet Labs,Low Earth,Earth observation,In orbit,Operational,2017,1,11401
356,2017-11-05 11:45:00,Long March 3B / YZ-1,China,3B-Y46,Xichang,China,CASC,China,BeiDou-3 M1,China,CNSA,Medium Earth,Navigation,In orbit,Operational,2017,1,11402
356,2017-11-05 11:45:00,Long March 3B / YZ-1,China,3B-Y46,Xichang,China,CASC,China,BeiDou-3 M2,China,CNSA,Medium Earth,Navigation,In orbit,Operational,2017,1,11402
360,2017-11-08 01:42:30,Vega,Europe,,Kourou ELV,France,Arianespace,France,Mohammed VI-A (MN35-13),Morocco,Morocco,Low Earth,Earth observation,In orbit,Operational,2017,1,11403
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,Cygnus CRS OA-8E SS Gene Cernan,United States,NASA,Low Earth (ISS),ISS logistics,18 December 2017,Successful,2017,1,11404
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,⚀ AeroCube (OSCD) × 2,United States,The Aerospace Corporation,Low Earth,Technology demonstration,5 August 2022 (OSCD B) 12 August 2022 (OSCD C),Successful,2017,1,11404
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,⚀ Asgardia-1,United States,Asgardia,Low Earth,Technology demonstration,12 September 2022,Successful,2017,1,11404
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,⚀ CHEFsat,United States,NRL,Low Earth,Technology demonstration,2 January 2022,Successful,2017,1,11404
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,⚀ EcAMSat,United States,NASA,Low Earth,Microbiology,8 December 2021,Successful,2017,1,11404
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,⚀ ISARA,United States,JPL,Low Earth,Technology demonstration,In orbit,Operational,2017,1,11404
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,⚀ Lemur-2 × 8,United States,Spire Global,Low Earth,Earth observation,In orbit,Operational,2017,1,11404
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,⚀ PropCube 2 (Fauna),United States,NPS,Low Earth,Technology demonstration,30 July 2022,Successful,2017,1,11404
363,2017-11-12 12:19:51,Antares 230,United States,,MARS LP-0A,United States,Orbital ATK,United States,⚀ TechEdSat-6,United States,SJSU/UI/NASA Ames,Low Earth,Technology demonstration,15 May 2018,Successful,2017,1,11404
375,2017-11-14 18:35:00,Long March 4C,China,4C-Y21,Taiyuan LA-9,China,CAST,China,Fengyun 3D,China,CMA,Low Earth (polar),Meteorology,In orbit,Operational,2017,1,11405
375,2017-11-14 18:35:00,Long March 4C,China,4C-Y21,Taiyuan LA-9,China,CAST,China,HEAD-1,China,HEAD Aerospace,Low Earth (polar),AIS ship tracking,In orbit,Operational,2017,1,11405
379,2017-11-18 09:47:36,Delta II 7920,United States,,Vandenberg SLC-2W,United States,United Launch Alliance,United States,NOAA-20,United States,NOAA,Low Earth (SSO),Meteorology,In orbit,Operational,2017,1,11406
379,2017-11-18 09:47:36,Delta II 7920,United States,,Vandenberg SLC-2W,United States,United Launch Alliance,United States,Buccaneer RMM,Australia,"UNSW, DSTO",Low Earth (SSO),Technology demonstration,In orbit,Operational,2017,1,11406
379,2017-11-18 09:47:36,Delta II 7920,United States,,Vandenberg SLC-2W,United States,United Launch Alliance,United States,EagleSat,United States,ERAU,Low Earth (SSO),Education,In orbit,Operational,2017,1,11406
379,2017-11-18 09:47:36,Delta II 7920,United States,,Vandenberg SLC-2W,United States,United Launch Alliance,United States,MakerSat 0,United States,NNU,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017,1,11406
379,2017-11-18 09:47:36,Delta II 7920,United States,,Vandenberg SLC-2W,United States,United Launch Alliance,United States,MiRaTA,United States,MIT,Low Earth (SSO),Earth observation,In orbit,Operational,2017,1,11406
379,2017-11-18 09:47:36,Delta II 7920,United States,,Vandenberg SLC-2W,United States,United Launch Alliance,United States,RadFxSat (Fox 1B),United States,AMSAT,Low Earth (SSO),Technology demonstration,In orbit,Operational,2017,1,11406
388,2017-11-21 04:50:00,Long March 6,China,Y2,Taiyuan LA-16,China,CASC,China,Jilin-1 Video-04 (Lingqiao 1-04),China,Chang Guang Satellite Technology,Low Earth (SSO),Earth observation,In orbit,Operational,2017,1,11407
388,2017-11-21 04:50:00,Long March 6,China,Y2,Taiyuan LA-16,China,CASC,China,Jilin-1 Video-05 (Lingqiao 1-05),China,Chang Guang Satellite Technology,Low Earth (SSO),Earth observation,In orbit,Operational,2017,1,11407
388,2017-11-21 04:50:00,Long March 6,China,Y2,Taiyuan LA-16,China,CASC,China,Jilin-1 Video-06 (Lingqiao 1-06),China,Chang Guang Satellite Technology,Low Earth (SSO),Earth observation,In orbit,Operational,2017,1,11407
393,2017-11-24 18:10:00,Long March 2C,China,2C-Y30,Xichang,China,CASC,China,Yaogan 30-02A,China,CNSA,Low Earth,Reconnaissance,In orbit,Operational,2017,1,11408
393,2017-11-24 18:10:00,Long March 2C,China,2C-Y30,Xichang,China,CASC,China,Yaogan 30-02B,China,CNSA,Low Earth,Reconnaissance,In orbit,Operational,2017,1,11408
393,2017-11-24 18:10:00,Long March 2C,China,2C-Y30,Xichang,China,CASC,China,Yaogan 30-02C,China,CNSA,Low Earth,Reconnaissance,In orbit,Operational,2017,1,11408
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,Meteor-M No. 2-1,Russia,Roscosmos,Low Earth (SSO),Meteorology,28 November 2017,Launch failure,2017,1,11409
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,AISSat-3,Norway,NSC,Low Earth (SSO),Traffic monitoring,28 November 2017,Launch failure,2017,1,11409
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,Baumanets 2,Russia,Bauman University,Low Earth (SSO),Technology demonstration,28 November 2017,Launch failure,2017,1,11409
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,IDEA-OSG 1,Japan,Astroscale,Low Earth (SSO),Technology demonstration,28 November 2017,Launch failure,2017,1,11409
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,LEO Vantage 2,Canada,TeleSat Canada,Low Earth (SSO),Communications (experimental),28 November 2017,Launch failure,2017,1,11409
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,⚀ Corvus-BC 3,United States,Astro Digital,Low Earth (SSO),Earth observation,28 November 2017,Launch failure,2017,1,11409
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,⚀ D-Star One,Germany,German Orbital Systems,Low Earth (SSO),Communications (experimental),28 November 2017,Launch failure,2017,1,11409
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,⚀ Lemur-2 × 10,United States,Spire Global,Low Earth (SSO),Earth observation,28 November 2017,Launch failure,2017,1,11409
398,2017-11-28 05:41:46,Soyuz-2.1b / Fregat-M,Russia,,Vostochny Site 1S,Russia,Roscosmos,Russia,⚀ SEAM,Sweden,Multiple users,Low Earth (SSO),Technology demonstration,28 November 2017,Launch failure,2017,1,11409
412,2017-12-02 10:43:26,Soyuz-2.1b,Russia,,Plesetsk,Russia,RVSN RF,Russia,Kosmos-2524 (Lotos No. 2 803),Russia,,Low Earth,ELINT,In orbit,Operational,2017,1,11410
415,2017-12-03 04:11:00,Long March 2D,China,2D-Y47,Jiuquan LC-43,China,CASC,China,LKW-1,China,CAS,Low Earth,Earth observation,In orbit,Operational,2017,1,11411
418,2017-12-10 16:41:00,Long March 3B,China,3B-Y40,Xichang LC-2,China,CAST,China,Alcomsat-1,Algeria,Algerian Space Agency,Geosynchronous,Communications,In orbit,Operational,2017,1,11412
422,2017-12-12 18:36:07,Ariane 5 ES,Europe,VA240,Kourou ELA-3,France,Arianespace,France,Galileo FOC 15-18,European Union,ESA,Medium Earth,Navigation,In orbit,Operational,2017,1,11413
426,2017-12-15 15:36:00,Falcon 9 Full Thrust,United States,F9-045,Cape Canaveral SLC-40,United States,SpaceX,United States,SpaceX CRS-13,United States,NASA,Low Earth (ISS),ISS logistics,13 January 2018,Successful,2017,1,11414
430,2017-12-17 07:21:00,Soyuz-FG,Russia,,Baikonur Site 1/5,Kazakhstan,Roscosmos,Russia,Soyuz MS-07 / 53S,Russia,Roscosmos,Low Earth (ISS),Expedition 54/55,In orbit,Operational,2017,1,11415
434,2017-12-23 01:26:22,H-IIA 202,Japan,F37,Tanegashima LA-Y1,Japan,MHI,Japan,GCOM-C,Japan,JAXA,Low Earth (SSO),Earth observation,In orbit,Operational,2017,1,11416
434,2017-12-23 01:26:22,H-IIA 202,Japan,F37,Tanegashima LA-Y1,Japan,MHI,Japan,SLATS,Japan,JAXA,Low Earth,Atmospheric sciences Technology demonstration,1 October 2019,Successful,2017,1,11416
438,2017-12-23 01:27:23,Falcon 9 Full Thrust,United States,F9-046,Vandenberg SLC-4E,United States,SpaceX,United States,Iridium NEXT 31–40,United States,Iridium,Low Earth,Communications,In orbit,Operational,2017,1,11417
442,2017-12-23 04:14:00,Long March 2D,China,2D-Y48,Jiuquan LC-43,China,CASC,China,LKW-2,China,CAS,Low Earth,Earth observation,In orbit,Operational,2017,1,11418
445,2017-12-25 19:44:00,Long March 2C,China,2C-Y34,Xichang LC-3,China,CASC,China,Yaogan-30 G,China,CAS,Low Earth,Technology demonstration,In orbit,Operational,2017,1,11419
445,2017-12-25 19:44:00,Long March 2C,China,2C-Y34,Xichang LC-3,China,CASC,China,Yaogan-30 H,China,CAS,Low Earth,Technology demonstration,In orbit,Operational,2017,1,11419
445,2017-12-25 19:44:00,Long March 2C,China,2C-Y34,Xichang LC-3,China,CASC,China,Yaogan-30 J,China,CAS,Low Earth,Technology demonstration,In orbit,Operational,2017,1,11419
450,2017-12-26 19:00:03,Zenit-3F / Fregat-SB,Ukraine,,Baikonur Site 45/1,Kazakhstan,S7 Space,Russia,AngoSat 1,Angola,Republic of Angola,Geosynchronous,Communications,In orbit,Spacecraft failure,2017,1,11420
0,2017-01-15 00:00:00,DF-5C,China,,Taiyuan Satellite Launch Center,China,PLARF,China,,,PLARF,Suborbital,Missile test,15 January,Successful,2017,2,11421
3,2017-01-16 00:00:00,RS-12M Topol,Russia,,Plesetsk,Russia,RVSN,Russia,,,RVSN,Suborbital,Missile test,16 January,Successful,2017,2,11422
6,2017-01-23 02:30:00,VSB-30,Brazil,,Esrange,Sweden,DLR / SSC,Germany,/ MAIUS-1,Germany,DLR / SSC,Suborbital,Microgravity,23 January,Successful,2017,2,11423
10,2017-01-24 00:00:00,Ababeel,Pakistan,,,Pakistan,ASFC,Pakistan,,,ASFC,Suborbital,Missile test,24 January,Successful,2017,2,11424
13,2017-01-25 00:00:00,Black Sparrow,Israel,,"F-15 Eagle, Israel",Israel,IAF,Israel,,,IAI/IDF,Suborbital,Missile test target,25 January,Successful,2017,2,11425
17,2017-01-25 00:00:00,Stunner,Israel,,Palmachim Airbase,Israel,IAF,Israel,,,IAI/IDF,Suborbital,Missile test,25 January,Successful,2017,2,11426
21,2017-01-27 13:45:00,Black Brant IX,Canada,,Poker Flat Research Range,United States,NASA,United States,PolarNOx,United States,Virginia Tech,Suborbital,Thermosphere research,27 January,Successful,2017,2,11427
25,2017-01-29 00:00:00,Khorramshahr,Iran,,Semnan,Iran,AFIRI,Iran,,,AFIRI,Suborbital,Missile test,29 January,Launch failure,2017,2,11428
29,2017-02-04 08:30:00,MRBM,United States,SFTM-01,Pacific Missile Range Facility,United States,MDA,United States,SFTM-01 Target,United States,MDA,Suborbital,ABM target,4 February,Successful,2017,2,11429
33,2017-02-04 08:30:00,SM-3,United States,SFTM-01,"USS John Paul Jones, Kauai",United States,MDA,United States,SFTM-01 Interceptor,United States,MDA,Suborbital,ABM test,4 February,Successful,2017,2,11430
37,2017-02-09 07:38:59,Minuteman-III,United States,,Vandenberg Air Force Base LF-10,United States,US Air Force,United States,,,US Air Force,Suborbital,Test flight,9 February,Successful,2017,2,11431
40,2017-02-16 00:00:00,UGM-133 Trident II,United States,,"USS Ohio (SSGN-726), Pacific Missile Range Facility",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,9 February,Successful,2017,2,11432
44,2017-02-16 00:00:00,UGM-133 Trident II,United States,,"USS Ohio (SSGN-726), Pacific Missile Range Facility",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,9 February,Successful,2017,2,11433
48,2017-02-16 00:00:00,UGM-133 Trident II,United States,,"USS Ohio (SSGN-726), Pacific Missile Range Facility",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,9 February,Successful,2017,2,11434
52,2017-02-16 00:00:00,UGM-133 Trident II,United States,,"USS Ohio (SSGN-726), Pacific Missile Range Facility",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,9 February,Successful,2017,2,11435
56,2017-02-22 10:14:00,Black Brant IX,Canada,,Poker Flat Research Range,United States,NASA,United States,ISINGLASS,United States,Dartmouth College,Suborbital,Ionosphere research,22 February,Successful,2017,2,11436
60,2017-03-01 00:00:00,Black Brant IX,Canada,,Poker Flat Research Range,United States,NASA,United States,JETS,United States,Goddard Space Flight Center,Suborbital,Magnetosphere research,1 March,Successful,2017,2,11437
64,2017-03-01 00:00:00,Black Brant IX,Canada,,Poker Flat Research Range,United States,NASA,United States,JETS,United States,Goddard Space Flight Center,Suborbital,Magnetosphere research,1 March,Successful,2017,2,11438
68,2017-03-01 00:00:00,Black Brant IX,Canada,,Poker Flat Research Range,United States,NASA,United States,ISINGLASS,United States,Dartmouth College,Suborbital,Ionosphere research,1 March,Successful,2017,2,11439
72,2017-03-17 00:00:00,Hyunmoo-2B,South Korea,,Anheung Test Site,South Korea,ADD,South Korea,,,ADD,Suborbital,Missile test,17 March,Successful,2017,2,11440
75,2017-04-07 09:30:00,Maxus,Europe,,Esrange,Sweden,EuroLaunch,Europe,/ MAXUS-9,Europe,ESA / SSC,Suborbital,Microgravity,7 April,Successful,2017,2,11441
79,2017-04-26 00:00:00,Minuteman-III,United States,,Vandenberg Air Force Base LF-09,United States,US Air Force,United States,,,US Air Force,Suborbital,Test flight,26 April,Successful,2017,2,11442
82,2017-04-27 00:00:00,Agni-III,India,,ITR IC-4,India,Indian Army,India,,,Indian Army,Suborbital,Missile test,27 April,Successful,2017,2,11443
86,2017-05-03 00:00:00,Minuteman-III,United States,,Vandenberg Air Force Base LF-04,United States,US Air Force,United States,,,US Air Force,Suborbital,Test flight,3 May,Successful,2017,2,11444
89,2017-05-04 00:00:00,Agni II,India,,Integrated Test Range,India,Indian Army / DRDO,India,,,Indian Army/DRDO,Suborbital,Missile test,4 May,Successful,2017,2,11445
92,2017-05-05 00:00:00,Black Brant IX,Canada,,White Sands Missile Range,United States,NASA,United States,RAISE 3,United States,Southwest Research Institute,Suborbital,Solar research,5 May,Successful,2017,2,11446
96,2017-05-13 00:00:00,VSB-30,Brazil,,Esrange,Sweden,DLR / SSC,Germany,MAPHEUS-6,Germany,DLR,Suborbital,Technology demonstration,13 May,Successful,2017,2,11447
100,2017-05-14 00:00:00,Hwasong-12,North Korea,,Kusong,North Korea,Korean People's Army Strategic Force,North Korea,,North Korea,Korean People's Army Strategic Force,Suborbital,Missile Test,14 May,Successful,2017,2,11448
104,2017-05-16 00:00:00,Black Brant IX,Canada,,Wallops Flight Facility,United States,NASA,United States,SubTec-7,United States,NASA,Suborbital,Technology demonstration,16 May,Successful,2017,2,11449
108,2017-05-30 00:00:00,ICBM-T2,United States,FTG-15,Ronald Reagan Ballistic Missile Defense Test Site,United States,MDA,United States,FTG-15 target,United States,MDA,Suborbital,ABM target,30 May,Successful,2017,2,11450
112,2017-05-30 00:00:00,GBI-OBV,United States,FTG-15,Vandenberg Air Force Base,United States,MDA,United States,FTG-15 interceptor,United States,MDA,Suborbital,ABM test,30 May,Successful,2017,2,11451
116,2017-06-14 00:00:00,Sabre Zombi (ATACMS),United States,,White Sands Missile Range,United States,NASA,United States,,,US Army,Suborbital,Missile test,14 June,Successful,2017,2,11452
120,2017-06-22 09:20:00,MRBM,United States,SFTM-02,Pacific Missile Range Facility,United States,MDA,United States,SFTM-02 target,United States,MDA,Suborbital,ABM target,22 June,Successful,2017,2,11453
124,2017-06-22 09:20:00,SM-3,United States,SFTM-02,"USS John Paul Jones, Kauai",United States,MDA,United States,SFTM-02 interceptor,United States,MDA,Suborbital,ABM test,22 June,Failure,2017,2,11454
128,2017-06-22 00:00:00,Terrier-Improved Orion,United States,,Wallops Flight Facility,United States,NASA,United States,RockOn,United States,University of Colorado,Suborbital,Student payloads,22 June,Successful,2017,2,11455
132,2017-06-23 00:00:00,Hyunmoo-2C,South Korea,,Anheung Test Site,South Korea,ADD,South Korea,,,ADD,Suborbital,Missile test,17 March,Successful,2017,2,11456
135,2017-06-26 00:00:00,RSM-56 Bulava,Russia,,"K-535 Yury Dolgorukiy, White Sea",Russia,VMF,Russia,,,VMF,Suborbital,Missile test,26 June,Successful,2017,2,11457
138,2017-06-27 00:00:00,Black Brant IX,Canada,,White Sands Missile Range,United States,NASA,United States,CHESS-3,United States,University of Colorado,Suborbital,UV Astronomy,27 June,Successful,2017,2,11458
141,2017-06-29 00:00:00,Terrier-Improved Malemute,United States,,Wallops Flight Facility,United States,NASA,United States,Ampoule Test Launch,United States,NASA,Suborbital,Ionosphere research,29 June,Successful,2017,2,11459
145,2017-06-30 00:00:00,VSB-30,Brazil,,Woomera Test Range,Australia,DSTO,Australia,/ HiFire-4,Australia,DSTO / Boeing,Suborbital,Technology demonstration,30 June,Successful,2017,2,11460
149,2017-07-03 00:00:00,Hwasong-14,North Korea,,,North Korea,Korean People's Army Strategic Force,North Korea,,North Korea,Korean People's Army Strategic Force,Suborbital,Missile Test,3 July,Successful,2017,2,11461
153,2017-07-11 00:00:00,IRBM-T1,United States,FFT-18,"C-17, Pacific Ocean",United States,MDA,United States,,United States,MDA,Suborbital,ABM target,11 July,Successful,2017,2,11462
157,2017-07-11 00:00:00,THAAD,United States,FFT-18,Kodiak,United States,US Army,United States,,United States,US Army/MDA,Suborbital,ABM test,11 July,Successful,2017,2,11463
161,2017-07-23 00:00:00,B-611,China,,Shuangchengzi,China,PLA,China,,,PLA,Suborbital,ABM target,23 July,Successful,2017,2,11464
165,2017-07-23 00:00:00,DN-3,China,,Jiuquan Satellite Launch Center,China,PLARF,China,,,PLARF,Suborbital,ABM test,23 July,Launch failure,2017,2,11465
168,2017-07-28 00:00:00,Hwasong-14,North Korea,,,North Korea,Korean People's Army Strategic Force,North Korea,,North Korea,Korean People's Army Strategic Force,Suborbital,Missile Test,28 July,Successful,2017,2,11466
172,2017-07-29 00:00:00,Momo,Japan,,Taiki Aerospace Research Field,Japan,Interstellar Technologies,Japan,,,Interstellar Technologies,Suborbital,Test flight,29 July,Launch failure,2017,2,11467
176,2017-07-30 00:00:00,eMRBM,United States,FET-01,"C-17, Pacific Ocean",United States,MDA,United States,,United States,MDA,Suborbital,ABM target,30 July,Successful,2017,2,11468
180,2017-07-30 00:00:00,THAAD,United States,FET-01,Kodiak,United States,US Army,United States,,United States,US Army/MDA,Suborbital,ABM test,30 July,Successful,2017,2,11469
184,2017-08-02 09:10:00,Minuteman-III,United States,,Vandenberg Air Force Base LF-10,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,2 August,Successful,2017,2,11470
187,2017-08-13 09:30:00,Terrier-Improved Malemute,United States,,Wallops Flight Facility,United States,NASA,United States,RockSat-X,United States,NASA,Suborbital,Student experiments,13 August,Successful,2017,2,11471
191,2017-08-23 00:00:00,DF-4,China,,Taiyuan Satellite Launch Center,China,PLARF,China,,,PLARF,Suborbital,Missile test,23 August,Successful,2017,2,11472
194,2017-08-29 00:00:00,Hwasong-12,North Korea,,Pyongyang International Airport,North Korea,Korean People's Army Strategic Force,North Korea,,,Korean People's Army Strategic Force,Suborbital,Missile test,29 August,Successful,2017,2,11473
198,2017-08-29 00:00:00,MRBM-T3,United States,FTM-27 E2,Pacific Missile Range Facility,United States,MDA,United States,,,MDA,Suborbital,ABM target,29 August,Successful,2017,2,11474
202,2017-09-09 11:34:00,Black Brant IX,Canada,,Kwajalein Atoll,Marshall Islands,NASA,United States,WINDY,United States,NASA,Suborbital,Ionosphere research,9 September,Successful,2017,2,11475
206,2017-09-09 11:39:00,Terrier Malemute,United States,,Kwajalein Atoll,Marshall Islands,NASA,United States,WINDY,United States,NASA,Suborbital,Ionosphere research,9 September,Partial failure,2017,2,11476
210,2017-09-12 00:00:00,RS-24 Yars,Russia,,Plesetsk,Russia,RVSN,Russia,,,RVSN,Suborbital,Missile test,12 September,Successful,2017,2,11477
213,2017-09-14 00:00:00,Hwasong-12 (),North Korea,,Pyongyang International Airport,North Korea,Korean People's Army Strategic Force,North Korea,,,Korean People's Army Strategic Force,Suborbital,Missile test,14 September,Successful,2017,2,11478
217,2017-09-17 00:00:00,PTV,United States,,Ronald Reagan Ballistic Missile Defense Test Site,United States,Orbital ATK,United States,Patriot target vehicle,United States,SMC,Suborbital,ABM target,17 September,Successful,2017,2,11479
221,2017-09-17 00:00:00,MIM-104 Patriot,United States,,Ronald Reagan Ballistic Missile Defense Test Site,United States,SMC,United States,,,SMC,Suborbital,ABM test,17 September,Successful,2017,2,11480
225,2017-09-20 00:00:00,RS-24 Yars,Russia,,Plesetsk,Russia,RVSN,Russia,,,RVSN,Suborbital,Missile test,20 September,Successful,2017,2,11481
228,2017-09-22 00:00:00,Khorramshahr,Iran,,Semnan,Iran,AFIRI,Iran,,,AFIRI,Suborbital,Missile test,22 September,Successful,2017,2,11482
231,2017-09-25 00:00:00,Terrier-Oriole,United States,,"South Uist, Hebrides",United Kingdom,MDA,United States,,,DOD,Suborbital,Radar-Target,25 September,Successful,2017,2,11483
235,2017-09-26 00:00:00,RS-12M Topol,Russia,,Kapustin Yar,Russia,RVSN,Russia,,,RVSN,Suborbital,Missile test,26 September,Successful,2017,2,11484
238,2017-10-04 11:45:00,Black Brant IX,Canada,,Wallops Flight Facility,United States,NASA,United States,ASPIRE,United States,NASA,Suborbital,Technology demonstration,4 October,Successful,2017,2,11485
242,2017-10-15 00:00:00,Terrier-Oriole,United States,FS-17 E4,"South Uist, Hebrides",United Kingdom,MDA,United States,,,DOD,Suborbital,ABM target,15 October,Successful,2017,2,11486
246,2017-10-15 00:00:00,SM-3,United States,FS-17 E4,"USS Donald Cook (DDG-75), Hebrides Range",United States,US Navy,United States,,,US Navy,Suborbital,ABM test,15 October,Successful,2017,2,11487
250,2017-10-26 00:00:00,RS-12M Topol,Russia,,Plesetsk,Russia,RVSN,Russia,,,RVSN,Suborbital,Missile test,26 October,Successful,2017,2,11488
253,2017-10-26 00:00:00,R-29R Volna,Russia,,"Russian submarine, Sea of Okhotsk",Russia,VMF,Russia,,,VMF,Suborbital,Missile test,26 October,Successful,2017,2,11489
256,2017-10-26 00:00:00,R-29R Volna,Russia,,"Russian submarine, Sea of Okhotsk",Russia,VMF,Russia,,,VMF,Suborbital,Missile test,26 October,Successful,2017,2,11490
259,2017-10-26 00:00:00,R-29RMU Sineva,Russia,,"Russian submarine, Barents Sea",Russia,VMF,Russia,,,VMF,Suborbital,Missile test,26 October,Successful,2017,2,11491
262,2017-10-30 00:00:00,UGM-27 Polaris (STARS),United States,,Barking Sands LC-42,United States,US Navy,United States,CPS FE-1,United States,US Navy,Suborbital,Technology,30 October,Successful,2017,2,11492
266,2017-10-30 10:00:00,Black Brant IX,Canada,,White Sands Missile Range,United States,NASA,United States,DEUCE,United States,NASA,Suborbital,Astronomy,30 October,Partial failure,2017,2,11493
270,2017-11-16 00:00:00,Sabre Zombi (ATACMS),United States,,Fort Bliss McGregor Range,United States,NASA,United States,,,US Army,Suborbital,Missile test,16 November,Successful,2017,2,11494
274,2017-12-04 00:00:00,Black Sparrow,Israel,,"F-15 Eagle, Israel",Israel,IAF,Israel,,,IAI/IDF,Suborbital,Missile test target,4 December,Launch failure,2017,2,11495
278,2017-12-12 00:00:00,New Shepard,United States,,Corn Ranch,United States,Blue Origin,United States,New Shepard crew capsule,United States,Blue Origin,Suborbital,Test flight,12 December,Successful,2017,2,11496
282,2017-12-26 03:30:00,RS-12M Topol,Russia,,Kapustin Yar,Russia,RVSN,Russia,,,RVSN,Suborbital,Missile test,26 December,Successful,2017,2,11497
1,2018-01-08 01:00:00,Falcon 9 Full Thrust,United States,F9-047,Cape Canaveral SLC-40,United States,SpaceX,United States,Zuma / USA-280,United States,Unnamed U.S. government agency,Low Earth,Classified,8 January,Nominal launch;,2018,1,11498
5,2018-01-09 03:24:00,Long March 2D,China,2D-Y40,Taiyuan LC-9,China,CASC,China,SuperView / Gaojing-1 03,China,Beijing Space View Technology,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11499
5,2018-01-09 03:24:00,Long March 2D,China,2D-Y40,Taiyuan LC-9,China,CASC,China,SuperView / Gaojing-1 04,China,Beijing Space View Technology,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11499
9,2018-01-11 23:18:00,Long March 3B / YZ-1,China,3B-Y45,Xichang LC-2,China,CASC,China,BeiDou-3 M7,China,CNSA,Medium Earth,Navigation,In orbit,Operational,2018,1,11500
9,2018-01-11 23:18:00,Long March 3B / YZ-1,China,3B-Y45,Xichang LC-2,China,CASC,China,BeiDou-3 M8,China,CNSA,Medium Earth,Navigation,In orbit,Operational,2018,1,11500
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,Cartosat-2F,India,ISRO,Low Earth (SSO),Earth observation,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,ICEYE X1,Finland,ICEYE,Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,Microsat-TD,India,ISRO,Low Earth (SSO),Technology demonstration,27 November 2020,Successful,2018,1,11501
13,2018-01-12 03:58:00,PSLV-XL,India,C40,Satish Dhawan FLP,India,ISRO,India,⚀ Arkyd-6A,United States,Planetary Resources,Low Earth (SSO),Technology demonstration,In orbit,Operational,2018,1,11501
